data,label
"[0.52370507 0.78121513 0.45806125 0.52359354 0.79593474 0.5804707
 0.5240964  0.7926543  0.5651262  0.5593144  0.8065891  0.65523565
 0.55802125 0.8028522  0.61056155 0.6159315  0.757469   0.53263247
 0.57432103 0.74311626 0.40173566 0.57882124 0.7560234  0.22459292
 0.5151819  0.74333847 0.3259135  0.5526887  0.7985098  0.31473795
 0.543103   0.7890248  0.40893432 0.60973155 0.5457527  0.6041909
 0.58129257 0.5438387  0.71947217 0.502334   0.41783026 0.76081324
 0.49936625 0.4220613  0.87048775 0.60111415 0.29888698 0.52693754
 0.59088707 0.3117146  0.5202435 ]",processed
"[0.52018833 0.8055729  0.48144752 0.5280077  0.81612754 0.40922222
 0.51912344 0.8124833  0.41324204 0.5597958  0.81375504 0.5289225
 0.53947645 0.8083763  0.3497674  0.61077285 0.7687288  0.5040926
 0.55442905 0.74862796 0.44222727 0.61511433 0.691804   0.26975423
 0.5644086  0.6431204  0.25833872 0.61139977 0.59436154 0.17726833
 0.584334   0.5812918  0.22007664 0.59121144 0.5508893  0.49390268
 0.5655539  0.54264534 0.61477786 0.5019107  0.42106935 0.7569058
 0.50172496 0.4234496  0.81796783 0.5964377  0.30226788 0.48330143
 0.5871535  0.31487495 0.54995775]",processed
"[0.5130698  0.77004385 0.49397606 0.51499766 0.788135   0.5339206
 0.5158148  0.78815293 0.5417146  0.54689974 0.80536276 0.5800093
 0.5499494  0.8048272  0.5150883  0.60044026 0.761451   0.58135796
 0.553199   0.7395838  0.39930186 0.55763257 0.77778935 0.27225512
 0.5039107  0.7424985  0.36327693 0.5579475  0.8031325  0.3710355
 0.5319301  0.77962905 0.26646724 0.5999259  0.54429007 0.56476647
 0.5813207  0.541781   0.5428557  0.50070655 0.41293287 0.7682326
 0.49976635 0.41846073 0.81412625 0.5973575  0.30420288 0.53203464
 0.58807397 0.31365925 0.5659092 ]",processed
"[0.5186532  0.7845775  0.4850452  0.5231015  0.79792124 0.58853024
 0.52042973 0.79716265 0.4309114  0.5543386  0.80933654 0.3743069
 0.54912144 0.80672437 0.43466336 0.60802704 0.76479244 0.6069925
 0.5595538  0.74612564 0.38704592 0.5856581  0.75426286 0.24346504
 0.48980117 0.68320924 0.17459267 0.55135393 0.79349905 0.24307905
 0.5413089  0.78770316 0.24161159 0.59191716 0.56141293 0.5505468
 0.5646112  0.55478877 0.6038913  0.50186133 0.41500238 0.72208655
 0.498      0.41744292 0.7769049  0.5970373  0.3067083  0.44868574
 0.58708304 0.31428853 0.5554389 ]",processed
"[0.51642114 0.76706964 0.43701544 0.5169094  0.78874844 0.35920277
 0.5183213  0.78384227 0.4909087  0.54645985 0.80463254 0.34907165
 0.55052125 0.80138254 0.5436596  0.60555696 0.76653993 0.6911217
 0.5684862  0.73426306 0.44108307 0.5454111  0.8164648  0.32335815
 0.5019509  0.7382884  0.4302373  0.54181117 0.8168393  0.31721637
 0.5267954  0.7858662  0.30749595 0.60238135 0.5398279  0.598394
 0.5872869  0.5363885  0.6205017  0.50021464 0.41438812 0.799444
 0.49856713 0.41657808 0.7746007  0.60144234 0.3042433  0.53611183
 0.592588   0.31043467 0.6052769 ]",processed
"[0.5204865  0.7782157  0.41774437 0.5195225  0.79579103 0.5665833
 0.52122533 0.7961502  0.4470618  0.5486069  0.8082551  0.40017235
 0.5547114  0.8093952  0.4225111  0.60769117 0.7597398  0.60571975
 0.5746299  0.7476114  0.36640823 0.56125885 0.7586765  0.29369834
 0.5036338  0.7396624  0.35854235 0.53294593 0.8000277  0.26113403
 0.5196899  0.77235967 0.18611908 0.6007994  0.5449893  0.6015774
 0.58522886 0.54418224 0.6345805  0.50030464 0.413022   0.73897433
 0.49523118 0.41815147 0.78531677 0.60074466 0.30472204 0.66015756
 0.5895222  0.31417173 0.5726655 ]",processed
"[0.4601724  0.58981854 0.48933285 0.44797057 0.58843607 0.6814178
 0.44989055 0.58045876 0.59768856 0.43191385 0.5483299  0.58307725
 0.43380627 0.53883654 0.73571557 0.47735915 0.5053371  0.58876055
 0.47842476 0.48706597 0.68519515 0.57806635 0.6253208  0.27362803
 0.5789145  0.6123481  0.40942064 0.58698124 0.66603607 0.11263765
 0.49171406 0.6101477  0.44126043 0.6691443  0.50461847 0.6327269
 0.6839821  0.49263608 0.7083706  0.52145565 0.65408665 0.5088351
 0.55474687 0.5913023  0.21811861 0.6499025  0.7357016  0.44998023
 0.6530923  0.7160643  0.4730032 ]",processed
"[0.5079733  0.7449501  0.4664659  0.50363415 0.76353395 0.41857317
 0.50092655 0.75481594 0.5860679  0.5253634  0.78315854 0.54818034
 0.51332074 0.77565676 0.5060395  0.5955143  0.7614733  0.71067464
 0.5302812  0.72456557 0.43332404 0.57983047 0.7623925  0.14406192
 0.4697836  0.69495136 0.17015651 0.5492073  0.8414159  0.33538496
 0.4852465  0.6989327  0.04591591 0.59872717 0.53889483 0.71345866
 0.57759833 0.53792024 0.70410067 0.4927089  0.41223598 0.81033486
 0.48874232 0.42412657 0.6971604  0.60331    0.31614053 0.68327755
 0.5933033  0.32783768 0.49726412]",processed
"[0.5169435  0.77004784 0.2605284  0.5139098  0.78238904 0.42474976
 0.5141996  0.7808233  0.4036212  0.53919256 0.8002147  0.4931477
 0.5382922  0.79487014 0.40554738 0.601774   0.76107734 0.61527914
 0.54854685 0.742665   0.3371984  0.5596857  0.7631518  0.18628147
 0.4755435  0.7168648  0.23736955 0.5443079  0.79238707 0.23071319
 0.52386737 0.79540694 0.2707397  0.59686637 0.53808105 0.6194541
 0.5767385  0.5394323  0.6139134  0.49447674 0.40828836 0.78744036
 0.4877895  0.42033073 0.74741393 0.60053015 0.3079727  0.54793894
 0.59064156 0.3185216  0.51270145]",processed
"[0.5171796  0.7896778  0.415355   0.516266   0.80107546 0.46208096
 0.51515853 0.80218786 0.4928544  0.54311144 0.8056587  0.40188128
 0.54102695 0.8118981  0.5431924  0.59295213 0.76482296 0.68222123
 0.5471486  0.7541793  0.37000763 0.5983253  0.74053025 0.26017556
 0.48466352 0.7298522  0.30034032 0.5310988  0.80494636 0.3325427
 0.5235336  0.7965336  0.4175546  0.6020267  0.5551397  0.66624296
 0.581727   0.55057585 0.6140897  0.5021173  0.4132606  0.77194923
 0.49159175 0.42048407 0.8617572  0.60020745 0.30310366 0.6483711
 0.58887583 0.31266785 0.565828  ]",processed
"[0.532782   0.8053747  0.56883353 0.5422917  0.8165472  0.5463139
 0.5235288  0.8062184  0.6101161  0.5625949  0.810004   0.50207496
 0.5211682  0.7962054  0.523319   0.60837924 0.7612328  0.5570363
 0.53105557 0.7427566  0.46983483 0.59947646 0.67218125 0.09759533
 0.49138296 0.665367   0.12232228 0.6177287  0.6004848  0.1303215
 0.58939594 0.57776767 0.16253662 0.5964814  0.54402745 0.7039613
 0.57268    0.5442571  0.51851994 0.50462544 0.4144415  0.78826356
 0.4979919  0.41883525 0.81334007 0.5982891  0.30286115 0.5271839
 0.59020925 0.3080112  0.6581314 ]",processed
"[0.51649964 0.7918575  0.46338338 0.51294    0.80148596 0.390222
 0.5177994  0.8007578  0.42984676 0.53855014 0.80260825 0.46527472
 0.5407343  0.8049948  0.39869946 0.5916158  0.7617451  0.6563216
 0.5452417  0.7627419  0.3482064  0.5710733  0.7391544  0.14942366
 0.46460837 0.71464753 0.36216688 0.5327971  0.79654044 0.22077958
 0.51660275 0.80458224 0.3799918  0.59894377 0.54482925 0.70017546
 0.58059824 0.5446838  0.6879246  0.49452412 0.413607   0.8036905
 0.4876628  0.4202104  0.8684081  0.5917851  0.3125901  0.59563696
 0.5827628  0.3192781  0.651138  ]",processed
"[0.5154819  0.7557613  0.421233   0.5143093  0.7726347  0.5250438
 0.5136294  0.7684556  0.4688522  0.53904897 0.7871872  0.4872076
 0.5310957  0.78342545 0.44545072 0.5928228  0.74706364 0.60936844
 0.54910266 0.7345145  0.36539787 0.48470643 0.7630547  0.16550548
 0.4591067  0.7100859  0.28001067 0.5212882  0.8212841  0.29174924
 0.51250356 0.80764437 0.33074367 0.595131   0.53840566 0.6966527
 0.577801   0.5391827  0.7389635  0.49849966 0.40808192 0.7284531
 0.48914194 0.41935298 0.86503226 0.6001942  0.30774674 0.60927075
 0.58972156 0.31710526 0.6843874 ]",processed
"[0.5256253  0.81843466 0.5060845  0.5315339  0.827252   0.4729314
 0.5185875  0.8189819  0.5741508  0.5501628  0.81815654 0.5235647
 0.53053653 0.8054963  0.5708343  0.58541    0.7797923  0.5057243
 0.51879597 0.74278575 0.38961965 0.5845709  0.7389217  0.21631534
 0.47108352 0.6912259  0.22701818 0.54732716 0.8021443  0.3321927
 0.52907085 0.7964952  0.31496945 0.5952332  0.55338395 0.70455146
 0.5736789  0.542481   0.6962437  0.5015941  0.41679648 0.7258337
 0.49487293 0.42048895 0.79424226 0.5986079  0.30640158 0.5113384
 0.58646464 0.31662276 0.6350775 ]",processed
"[0.5156756  0.7827477  0.41114828 0.5143587  0.793717   0.37406957
 0.5145279  0.7877211  0.48840687 0.53942347 0.7898265  0.432431
 0.53404254 0.7860822  0.46384174 0.597734   0.7466164  0.6167983
 0.55348617 0.72906417 0.5387872  0.6182912  0.7092244  0.22484727
 0.48212838 0.6831688  0.18044828 0.61285114 0.57753056 0.11976083
 0.59063464 0.57138765 0.18515974 0.61053866 0.56402594 0.50527555
 0.57734954 0.5549941  0.56543106 0.49835324 0.41829214 0.7472597
 0.49124572 0.42178422 0.8368295  0.59659034 0.30322596 0.52175564
 0.5851707  0.3156277  0.48160565]",processed
"[0.5133674  0.72909206 0.33191296 0.510383   0.7501745  0.53539795
 0.50979996 0.74352276 0.554289   0.5356433  0.776374   0.59559965
 0.53170013 0.7656269  0.49685663 0.6036992  0.7451529  0.7048622
 0.5668178  0.7218966  0.33412617 0.5268972  0.74564046 0.10275348
 0.47297588 0.70660484 0.35816664 0.52599657 0.80591923 0.2906192
 0.5187996  0.79256225 0.32695216 0.5978164  0.5336918  0.67246014
 0.5775635  0.5328725  0.65926766 0.49805802 0.41317725 0.73907256
 0.4899899  0.41899493 0.8515151  0.5991917  0.31276378 0.694735
 0.5865157  0.3204496  0.6567374 ]",processed
"[0.5038394  0.7391492  0.5229656  0.49978703 0.7592815  0.330332
 0.50022304 0.75390047 0.4286437  0.52738625 0.77937144 0.41399428
 0.5300282  0.78115433 0.5591722  0.5933051  0.7494934  0.5925876
 0.5596133  0.733452   0.4063565  0.4793205  0.71215415 0.21140039
 0.4748482  0.7085752  0.40319288 0.51866925 0.79402673 0.29650676
 0.5115309  0.787798   0.44457534 0.6015898  0.54417676 0.5934607
 0.5814601  0.54315794 0.7345223  0.49862307 0.41070434 0.7281893
 0.4874169  0.41859215 0.87335515 0.5999696  0.30717993 0.66793567
 0.5879396  0.31337425 0.61368775]",processed
"[0.4411577  0.5974186  0.5468636  0.42715603 0.5922134  0.59933466
 0.4287327  0.58473223 0.6157061  0.42820188 0.5515275  0.4634821
 0.4346731  0.5381168  0.6417419  0.48518667 0.584693   0.48009038
 0.48077714 0.47301394 0.6429028  0.57455546 0.6198014  0.3912244
 0.5801132  0.6143279  0.2621205  0.49400234 0.6065089  0.2611177
 0.52034116 0.65255064 0.15016127 0.67054665 0.53398293 0.48468685
 0.6876322  0.47951216 0.76435333 0.50509137 0.6555726  0.7015942
 0.55722696 0.5781484  0.12676172 0.64786637 0.7351687  0.47902188
 0.6465563  0.71229243 0.5517075 ]",processed
"[0.5565964  0.75539905 0.14134116 0.53066355 0.79495144 0.21189599
 0.5302629  0.80510294 0.24366572 0.56578344 0.78468853 0.25192457
 0.574346   0.7650083  0.14398032 0.5996461  0.7300206  0.37127078
 0.587174   0.7128278  0.34660605 0.5961144  0.62424266 0.08442806
 0.57340676 0.6201962  0.13397641 0.6311784  0.571545   0.15391307
 0.60036105 0.5806843  0.12518315 0.6405702  0.57531625 0.39202976
 0.62310815 0.5694107  0.38655537 0.49277472 0.42652947 0.81208354
 0.49148712 0.42931688 0.6044182  0.61497545 0.3049116  0.51357967
 0.6533471  0.35750085 0.13526882]",processed
"[0.5334037  0.7884581  0.4644513  0.53084105 0.7997467  0.55111307
 0.5205404  0.7864284  0.5208556  0.54236573 0.7946266  0.6114027
 0.5200676  0.77301854 0.4891281  0.58689564 0.74937433 0.6513955
 0.54015344 0.7263729  0.40252054 0.4795822  0.6948861  0.20513885
 0.47247517 0.69001216 0.32227784 0.51999724 0.80206656 0.50615287
 0.5039779  0.7874294  0.28079712 0.59789854 0.53831315 0.73780096
 0.58301324 0.5370242  0.5352052  0.49524802 0.41451037 0.7875419
 0.48899454 0.41917315 0.8005111  0.6007382  0.30209923 0.5836924
 0.5920007  0.30681717 0.64492315]",processed
"[0.5207685  0.7804112  0.42428884 0.52031505 0.79164696 0.52181506
 0.51824015 0.78709257 0.4431521  0.54565984 0.78883505 0.49940673
 0.53649014 0.78362906 0.37848145 0.5885915  0.742827   0.59203964
 0.54886264 0.7330969  0.31211975 0.4831345  0.7017271  0.31603357
 0.48169336 0.6950463  0.31175402 0.5189153  0.79221076 0.29416
 0.5029721  0.79256165 0.40851372 0.595135   0.5373832  0.72202146
 0.58062404 0.5412672  0.7128668  0.49871913 0.4141407  0.7616518
 0.4913093  0.41773456 0.8159348  0.60069835 0.30542395 0.588964
 0.59334064 0.30723572 0.5827621 ]",processed
"[0.49935827 0.7189891  0.41987878 0.4940241  0.7295041  0.50855064
 0.49628147 0.7318856  0.4440995  0.5134692  0.7458478  0.599389
 0.5134785  0.74634874 0.359534   0.5833856  0.71558565 0.6215453
 0.5643524  0.71880615 0.42507142 0.46854973 0.66775095 0.32876816
 0.4676484  0.6889154  0.31310233 0.48726988 0.7701113  0.19430804
 0.48876008 0.77432954 0.39890313 0.59325266 0.523967   0.6575002
 0.5796247  0.5344182  0.64870083 0.49520826 0.4099853  0.62323445
 0.49256703 0.4153704  0.8257033  0.59943765 0.30474243 0.5585465
 0.5887034  0.31136927 0.6204457 ]",processed
"[0.50386906 0.7268143  0.47722942 0.49380067 0.7435348  0.58261395
 0.49513108 0.73745096 0.5038213  0.51295334 0.75930977 0.48060817
 0.5092401  0.74993217 0.49743482 0.586178   0.7183645  0.75292337
 0.55394554 0.71770996 0.2833798  0.47036314 0.66768265 0.29106498
 0.46447754 0.6700255  0.3687573  0.5103112  0.7726565  0.35473612
 0.43175513 0.6732009  0.12219468 0.59211737 0.54044276 0.6841573
 0.5745176  0.54506475 0.6272162  0.496101   0.4106226  0.7225508
 0.48739398 0.41701394 0.85239476 0.60065484 0.30459765 0.625307
 0.59389263 0.3083667  0.58780277]",processed
"[0.49591896 0.7171743  0.46182457 0.48883837 0.7323894  0.50638366
 0.48946586 0.73019844 0.41193795 0.50809544 0.7483482  0.5623455
 0.50558215 0.74873483 0.5387322  0.58334315 0.7216409  0.63056743
 0.55776864 0.71460223 0.44042003 0.4785747  0.7280563  0.22615033
 0.4678851  0.6891455  0.4255631  0.501937   0.77321196 0.40842196
 0.4968313  0.7712481  0.35847995 0.5943833  0.5341022  0.6880984
 0.58163095 0.53820693 0.71194744 0.49382427 0.41205817 0.6334305
 0.4932331  0.41529858 0.8131124  0.59705794 0.30880272 0.5778857
 0.58668995 0.31597716 0.4757293 ]",processed
"[0.6119321  0.17200886 0.28208596 0.6089976  0.15097633 0.38788489
 0.60955185 0.14774677 0.3785379  0.61979    0.1656967  0.4280663
 0.62338847 0.15722452 0.35874957 0.616455   0.25180477 0.5019155
 0.6450017  0.23860669 0.5624524  0.65311974 0.14676598 0.08479047
 0.70580643 0.06509983 0.23153125 0.66746485 0.08605264 0.23488723
 0.6661358  0.07923155 0.25804353 0.6055716  0.56912273 0.69858015
 0.6339492  0.5675842  0.639144   0.42126587 0.6980722  0.49001312
 0.4225654  0.724406   0.5291784  0.6569388  0.7974812  0.60031414
 0.65717196 0.81907034 0.40362847]",processed
"[0.5511696  0.17681187 0.5201135  0.56488705 0.16354148 0.5997287
 0.56973433 0.16353823 0.5725432  0.62021816 0.16919605 0.5701764
 0.6290543  0.16137546 0.6604546  0.6110277  0.25709453 0.55422705
 0.66218036 0.24008897 0.4927672  0.59805715 0.17146625 0.22673157
 0.7021027  0.05289129 0.7103521  0.6454651  0.1624492  0.47033298
 0.6705414  0.1402814  0.40451834 0.6222104  0.55029434 0.54536736
 0.6420928  0.5705827  0.64945656 0.45479244 0.6623275  0.3407028
 0.39860913 0.7302012  0.8801864  0.6470595  0.7667512  0.8297977
 0.6503024  0.8284013  0.7233799 ]",processed
"[0.5462366  0.185946   0.5926267  0.55799294 0.17080149 0.5554777
 0.5638128  0.1640649  0.66603845 0.6088391  0.17243487 0.6666578
 0.6241578  0.15893872 0.710463   0.5967308  0.26764804 0.7321643
 0.6638061  0.2356417  0.6661482  0.5190483  0.22553302 0.73274523
 0.70077986 0.04610126 0.8407137  0.59673524 0.1726576  0.5109309
 0.6591608  0.13633697 0.3738321  0.6023825  0.5622894  0.5978839
 0.63832545 0.5761261  0.70278966 0.4040124  0.66050637 0.719989
 0.40223208 0.7347754  0.9028381  0.6350586  0.77400935 0.7933376
 0.65124595 0.8369105  0.8651898 ]",processed
"[0.54419243 0.175158   0.5146421  0.55565196 0.16039231 0.5520378
 0.5615863  0.15162982 0.66763973 0.6175838  0.15916084 0.49996406
 0.62867105 0.14655063 0.5111727  0.5966006  0.2660124  0.67075956
 0.6659359  0.23874119 0.49931037 0.5137056  0.21485168 0.6891172
 0.6958493  0.0492305  0.7335184  0.61467546 0.16873397 0.33028197
 0.6745973  0.14090541 0.528494   0.61009485 0.5603987  0.7048067
 0.64627504 0.56833273 0.54834086 0.4021662  0.6728053  0.7422191
 0.4027114  0.7229178  0.8303493  0.64288026 0.7665939  0.8049684
 0.65763825 0.83483183 0.65845805]",processed
"[0.5692499  0.7778299  0.704722   0.5918946  0.7917035  0.6467457
 0.57480705 0.7964095  0.60788476 0.6382743  0.7696839  0.7257545
 0.60380757 0.78430927 0.622677   0.6353378  0.6941199  0.7892344
 0.5867515  0.71558964 0.58568853 0.6712609  0.5494056  0.605207
 0.60237795 0.5748806  0.27155876 0.64222354 0.43082598 0.55906636
 0.5721413  0.50843364 0.15470287 0.582715   0.40456286 0.5534098
 0.5377277  0.43535355 0.55636454 0.43106243 0.28626552 0.68321717
 0.43109488 0.32430553 0.36212975 0.61714    0.20301102 0.6832657
 0.6062635  0.26749608 0.36905572]",processed
"[0.4593494  0.5878263  0.39009184 0.44748333 0.58880776 0.6132133
 0.45184833 0.57076716 0.5362776  0.43721896 0.5641177  0.36447975
 0.44004193 0.5230979  0.59188694 0.48414978 0.59968233 0.62937975
 0.4791608  0.4668422  0.7239147  0.5506018  0.6635003  0.22409905
 0.564853   0.5571571  0.15631801 0.6133957  0.7023131  0.2893679
 0.58961004 0.65694904 0.19547436 0.6712288  0.53673875 0.65310097
 0.6800739  0.47213873 0.5690823  0.51757234 0.6699183  0.47349378
 0.5571765  0.602526   0.16181348 0.6598923  0.74261725 0.4539342
 0.6423564  0.7025371  0.33470586]",processed
"[0.55373514 0.1704358  0.52057046 0.566349   0.15677817 0.5749077
 0.5705736  0.15611175 0.53538674 0.62647206 0.16250952 0.57462424
 0.6342882  0.1560902  0.6636573  0.60850054 0.25501376 0.48290578
 0.67039806 0.24605706 0.59480965 0.5201198  0.21286586 0.47743416
 0.6977147  0.05292707 0.83536834 0.6322819  0.15315984 0.3739998
 0.65955746 0.15351371 0.2066202  0.6056083  0.5565752  0.6522818
 0.64158505 0.5761288  0.7182316  0.40810943 0.671987   0.80165184
 0.401405   0.72709674 0.860041   0.6467583  0.77151716 0.61482775
 0.66130507 0.8374172  0.81351024]",processed
"[0.5460543  0.18241194 0.55221677 0.55799544 0.16433811 0.6337134
 0.5636527  0.1597547  0.59291935 0.6225463  0.1634929  0.6640311
 0.63330317 0.15057652 0.717727   0.6076856  0.26033512 0.75589985
 0.667939   0.23976213 0.52866167 0.5407811  0.22162138 0.48381606
 0.6995182  0.04787775 0.7742454  0.6236336  0.16557889 0.44677302
 0.6576249  0.13819116 0.43040773 0.60420257 0.55924606 0.67949706
 0.6378967  0.56834227 0.5920361  0.4099855  0.6619877  0.8148786
 0.4016879  0.7359375  0.8745576  0.64422065 0.7733413  0.6102661
 0.66034484 0.8339165  0.87156045]",processed
"[0.5424422  0.1816031  0.5527662  0.55774397 0.16467488 0.6827445
 0.5643944  0.15836793 0.5366179  0.62210155 0.16569209 0.5494443
 0.6366504  0.15434203 0.78370965 0.6013616  0.25630915 0.74152344
 0.6682893  0.2392819  0.50213856 0.5127406  0.2111523  0.8067193
 0.70271033 0.05071021 0.84509796 0.61750865 0.16368182 0.49367878
 0.6790302  0.12942886 0.6007632  0.5985448  0.5539377  0.4766251
 0.63850075 0.5699378  0.5831124  0.40123436 0.67166555 0.7474243
 0.40399206 0.73648965 0.8947163  0.6289424  0.75085926 0.8349396
 0.6572739  0.8334257  0.8998963 ]",processed
"[0.54788923 0.17613065 0.6679862  0.56091344 0.16185234 0.5710915
 0.56729275 0.15518539 0.7756392  0.61885643 0.166507   0.6895886
 0.6303734  0.15097289 0.72027826 0.5961687  0.26112354 0.78587276
 0.6613317  0.23630445 0.5946876  0.5375558  0.22085233 0.537151
 0.6937942  0.05421807 0.7612669  0.60840863 0.17006724 0.39724234
 0.6635169  0.12538992 0.38105017 0.6058112  0.55963594 0.7128879
 0.6419881  0.57401323 0.73983467 0.42449158 0.6611952  0.58766884
 0.4104349  0.728138   0.82354605 0.6416971  0.7724832  0.7706126
 0.6510738  0.8353517  0.68703276]",processed
"[0.54934764 0.18458673 0.66824514 0.5588008  0.16750856 0.68608284
 0.5673898  0.16127364 0.60950315 0.61918503 0.1656788  0.67058885
 0.6358309  0.1482863  0.63861406 0.6081544  0.2617111  0.8315294
 0.66712505 0.23538306 0.51857007 0.6034078  0.19843633 0.15189925
 0.6996093  0.04947283 0.69970536 0.62162334 0.16363917 0.35376352
 0.6706633  0.12930518 0.37273365 0.6022223  0.54885143 0.5525112
 0.6402526  0.57387924 0.6714266  0.43787217 0.6537402  0.40226543
 0.4089232  0.73063326 0.81871057 0.63200617 0.74606895 0.81871086
 0.6513642  0.824078   0.8232258 ]",processed
"[0.5568492  0.1797312  0.54788697 0.5694193  0.1692231  0.6950652
 0.5773855  0.16651738 0.60778624 0.6191835  0.1771413  0.6517818
 0.62894714 0.17491564 0.4483188  0.5987493  0.25814658 0.7724654
 0.65992975 0.25507015 0.49705002 0.60501206 0.15813538 0.24758753
 0.6999031  0.05542303 0.6574722  0.6321157  0.14100365 0.30036062
 0.6723421  0.13468124 0.28163564 0.6216882  0.56492347 0.60657597
 0.65275645 0.5814685  0.6711189  0.4723105  0.6634972  0.19143286
 0.40824535 0.7232565  0.8842417  0.6482742  0.7528879  0.72605884
 0.6516226  0.8222602  0.6514345 ]",processed
"[0.5609108  0.17736195 0.4755793  0.570286   0.1619892  0.5837533
 0.57807106 0.15956108 0.4417579  0.62576485 0.1609207  0.62536305
 0.63516694 0.15572941 0.68070984 0.6119521  0.25078285 0.6129949
 0.6677356  0.24348417 0.6898675  0.6100145  0.15702797 0.14688008
 0.70476615 0.05951083 0.5895831  0.63328385 0.13066848 0.21388726
 0.6661398  0.12207661 0.11779553 0.6114278  0.5424989  0.682857
 0.64756453 0.56838703 0.6458594  0.4525646  0.6506941  0.3329384
 0.408439   0.73062885 0.89260507 0.63764155 0.75417835 0.73846304
 0.6545619  0.818263   0.764914  ]",processed
"[0.55250365 0.18467438 0.63570833 0.5630525  0.16767806 0.6449191
 0.56825536 0.16083577 0.57892454 0.6189646  0.16513655 0.7243441
 0.6324277  0.14898023 0.7008112  0.5979845  0.25697404 0.70553607
 0.6707323  0.23585533 0.6864241  0.5135788  0.2166738  0.81116766
 0.6977708  0.0439141  0.8531997  0.6083962  0.16494799 0.5739591
 0.6735303  0.1357949  0.6171106  0.5926569  0.55809546 0.71161634
 0.63698936 0.5753315  0.70078105 0.4045605  0.674643   0.82386243
 0.4093176  0.74195707 0.90563333 0.63568246 0.7687581  0.7131128
 0.6552265  0.8332562  0.89059097]",processed
"[0.54578495 0.1872367  0.5950136  0.55611235 0.17108822 0.5705731
 0.5625275  0.16466053 0.66863286 0.61634135 0.16700354 0.5678265
 0.6295853  0.15659527 0.6788856  0.6039518  0.26095626 0.74063236
 0.6701306  0.23862745 0.51123685 0.51264423 0.21364516 0.7214998
 0.70224446 0.05043781 0.7500093  0.61551106 0.17175739 0.3444332
 0.6642043  0.13882752 0.41521248 0.59353584 0.5593576  0.6926234
 0.63856995 0.5733118  0.66600484 0.41373846 0.664623   0.6420215
 0.40602767 0.7373398  0.9062123  0.6353635  0.75595504 0.82356733
 0.6535234  0.83213896 0.88643956]",processed
"[0.5467661  0.18220803 0.5032658  0.561553   0.16348036 0.6332554
 0.56544405 0.16032621 0.59143555 0.6193209  0.16792925 0.5678611
 0.6292086  0.1542919  0.736795   0.60931844 0.26181617 0.76033914
 0.664329   0.24549878 0.5943243  0.59325    0.2101488  0.26555285
 0.6998986  0.053127   0.7784601  0.633794   0.17608543 0.31054872
 0.66980064 0.13539419 0.2974098  0.61473715 0.5557114  0.73469865
 0.641422   0.5683748  0.5401641  0.43006858 0.66454035 0.5620004
 0.40138575 0.72249824 0.898834   0.6435987  0.7615212  0.72610545
 0.6559978  0.8330417  0.79081887]",processed
"[0.4423484  0.5945103  0.60182554 0.4271623  0.5862654  0.59675217
 0.4280997  0.5834961  0.41999373 0.42244938 0.54039234 0.3820223
 0.42490208 0.53555316 0.6848322  0.477246   0.5692945  0.35632768
 0.47299418 0.48212704 0.7029309  0.5495497  0.64414394 0.21778755
 0.5537851  0.5615924  0.23247321 0.6054312  0.69887096 0.21049827
 0.58928764 0.6478661  0.20610106 0.66852975 0.51499784 0.5977364
 0.6740058  0.4535375  0.68852556 0.575123   0.6883568  0.29941753
 0.58816284 0.6312743  0.36327827 0.6573279  0.7346892  0.3474489
 0.65075165 0.69729733 0.248249  ]",processed
"[0.53946316 0.18714324 0.53647894 0.5564235  0.168789   0.756039
 0.56230944 0.16308951 0.6431864  0.6163509  0.17057098 0.6563939
 0.6276032  0.15773532 0.7469239  0.5997468  0.2644832  0.7783957
 0.6615031  0.23882347 0.58626884 0.53557855 0.2266713  0.56137353
 0.697526   0.0460577  0.77755725 0.59962183 0.17250209 0.3067631
 0.6654409  0.12905091 0.4580414  0.5996152  0.5578263  0.63160264
 0.64180577 0.5721332  0.7262929  0.41308877 0.66525453 0.6957279
 0.40816146 0.7297004  0.93383527 0.6328971  0.75269425 0.8544573
 0.6579163  0.8368232  0.8913118 ]",processed
"[0.5489428  0.17268741 0.5233235  0.56296474 0.16088451 0.6298177
 0.5686199  0.15988684 0.59682184 0.62055844 0.17117019 0.6707322
 0.63028896 0.1632941  0.6682541  0.60307455 0.2530522  0.6033247
 0.66161394 0.24024636 0.5392453  0.58286375 0.16256443 0.29984882
 0.69679654 0.05183787 0.81128925 0.63537526 0.16600655 0.33314908
 0.66756135 0.1537046  0.40781555 0.5998773  0.5486391  0.69153965
 0.6356088  0.5659342  0.71839416 0.4149833  0.6732286  0.68197966
 0.4042094  0.73024935 0.88037413 0.6408706  0.7580599  0.60097057
 0.65654755 0.8296949  0.7836441 ]",processed
